"feature_id","original_feature_name","new_feature_name"
374,"fBodyAccJerk-meanFreq()-Y","fBodyAccJerk_meanFreq_Y"
375,"fBodyAccJerk-meanFreq()-Z","fBodyAccJerk_meanFreq_Z"
376,"fBodyAccJerk-skewness()-X","fBodyAccJerk_skewness_X"
377,"fBodyAccJerk-kurtosis()-X","fBodyAccJerk_kurtosis_X"
378,"fBodyAccJerk-skewness()-Y","fBodyAccJerk_skewness_Y"
379,"fBodyAccJerk-kurtosis()-Y","fBodyAccJerk_kurtosis_Y"
380,"fBodyAccJerk-skewness()-Z","fBodyAccJerk_skewness_Z"
381,"fBodyAccJerk-kurtosis()-Z","fBodyAccJerk_kurtosis_Z"
382,"fBodyAccJerk-bandsEnergy()-1,8","fBodyAccJerk_bandsEnergy_1_8"
383,"fBodyAccJerk-bandsEnergy()-9,16","fBodyAccJerk_bandsEnergy_9_16"
384,"fBodyAccJerk-bandsEnergy()-17,24","fBodyAccJerk_bandsEnergy_17_24"
385,"fBodyAccJerk-bandsEnergy()-25,32","fBodyAccJerk_bandsEnergy_25_32"
386,"fBodyAccJerk-bandsEnergy()-33,40","fBodyAccJerk_bandsEnergy_33_40"
387,"fBodyAccJerk-bandsEnergy()-41,48","fBodyAccJerk_bandsEnergy_41_48"
388,"fBodyAccJerk-bandsEnergy()-49,56","fBodyAccJerk_bandsEnergy_49_56"
389,"fBodyAccJerk-bandsEnergy()-57,64","fBodyAccJerk_bandsEnergy_57_64"
390,"fBodyAccJerk-bandsEnergy()-1,16","fBodyAccJerk_bandsEnergy_1_16"
391,"fBodyAccJerk-bandsEnergy()-17,32","fBodyAccJerk_bandsEnergy_17_32"
392,"fBodyAccJerk-bandsEnergy()-33,48","fBodyAccJerk_bandsEnergy_33_48"
393,"fBodyAccJerk-bandsEnergy()-49,64","fBodyAccJerk_bandsEnergy_49_64"
394,"fBodyAccJerk-bandsEnergy()-1,24","fBodyAccJerk_bandsEnergy_1_24"
395,"fBodyAccJerk-bandsEnergy()-25,48","fBodyAccJerk_bandsEnergy_25_48"
396,"fBodyAccJerk-bandsEnergy()-1,8","fBodyAccJerk_bandsEnergy_1_8"
397,"fBodyAccJerk-bandsEnergy()-9,16","fBodyAccJerk_bandsEnergy_9_16"
398,"fBodyAccJerk-bandsEnergy()-17,24","fBodyAccJerk_bandsEnergy_17_24"
399,"fBodyAccJerk-bandsEnergy()-25,32","fBodyAccJerk_bandsEnergy_25_32"
400,"fBodyAccJerk-bandsEnergy()-33,40","fBodyAccJerk_bandsEnergy_33_40"
401,"fBodyAccJerk-bandsEnergy()-41,48","fBodyAccJerk_bandsEnergy_41_48"
402,"fBodyAccJerk-bandsEnergy()-49,56","fBodyAccJerk_bandsEnergy_49_56"
403,"fBodyAccJerk-bandsEnergy()-57,64","fBodyAccJerk_bandsEnergy_57_64"
404,"fBodyAccJerk-bandsEnergy()-1,16","fBodyAccJerk_bandsEnergy_1_16"
405,"fBodyAccJerk-bandsEnergy()-17,32","fBodyAccJerk_bandsEnergy_17_32"
406,"fBodyAccJerk-bandsEnergy()-33,48","fBodyAccJerk_bandsEnergy_33_48"
407,"fBodyAccJerk-bandsEnergy()-49,64","fBodyAccJerk_bandsEnergy_49_64"
408,"fBodyAccJerk-bandsEnergy()-1,24","fBodyAccJerk_bandsEnergy_1_24"
409,"fBodyAccJerk-bandsEnergy()-25,48","fBodyAccJerk_bandsEnergy_25_48"
410,"fBodyAccJerk-bandsEnergy()-1,8","fBodyAccJerk_bandsEnergy_1_8"
411,"fBodyAccJerk-bandsEnergy()-9,16","fBodyAccJerk_bandsEnergy_9_16"
412,"fBodyAccJerk-bandsEnergy()-17,24","fBodyAccJerk_bandsEnergy_17_24"
413,"fBodyAccJerk-bandsEnergy()-25,32","fBodyAccJerk_bandsEnergy_25_32"
414,"fBodyAccJerk-bandsEnergy()-33,40","fBodyAccJerk_bandsEnergy_33_40"
415,"fBodyAccJerk-bandsEnergy()-41,48","fBodyAccJerk_bandsEnergy_41_48"
416,"fBodyAccJerk-bandsEnergy()-49,56","fBodyAccJerk_bandsEnergy_49_56"
417,"fBodyAccJerk-bandsEnergy()-57,64","fBodyAccJerk_bandsEnergy_57_64"
418,"fBodyAccJerk-bandsEnergy()-1,16","fBodyAccJerk_bandsEnergy_1_16"
419,"fBodyAccJerk-bandsEnergy()-17,32","fBodyAccJerk_bandsEnergy_17_32"
420,"fBodyAccJerk-bandsEnergy()-33,48","fBodyAccJerk_bandsEnergy_33_48"
421,"fBodyAccJerk-bandsEnergy()-49,64","fBodyAccJerk_bandsEnergy_49_64"
422,"fBodyAccJerk-bandsEnergy()-1,24","fBodyAccJerk_bandsEnergy_1_24"
423,"fBodyAccJerk-bandsEnergy()-25,48","fBodyAccJerk_bandsEnergy_25_48"
424,"fBodyGyro-mean()-X","fBodyGyro_mean_X"
425,"fBodyGyro-mean()-Y","fBodyGyro_mean_Y"
426,"fBodyGyro-mean()-Z","fBodyGyro_mean_Z"
427,"fBodyGyro-std()-X","fBodyGyro_std_X"
428,"fBodyGyro-std()-Y","fBodyGyro_std_Y"
429,"fBodyGyro-std()-Z","fBodyGyro_std_Z"
430,"fBodyGyro-mad()-X","fBodyGyro_mad_X"
431,"fBodyGyro-mad()-Y","fBodyGyro_mad_Y"
432,"fBodyGyro-mad()-Z","fBodyGyro_mad_Z"
433,"fBodyGyro-max()-X","fBodyGyro_max_X"
434,"fBodyGyro-max()-Y","fBodyGyro_max_Y"
435,"fBodyGyro-max()-Z","fBodyGyro_max_Z"
436,"fBodyGyro-min()-X","fBodyGyro_min_X"
437,"fBodyGyro-min()-Y","fBodyGyro_min_Y"
438,"fBodyGyro-min()-Z","fBodyGyro_min_Z"
439,"fBodyGyro-sma()","fBodyGyro_sma"
440,"fBodyGyro-energy()-X","fBodyGyro_energy_X"
441,"fBodyGyro-energy()-Y","fBodyGyro_energy_Y"
442,"fBodyGyro-energy()-Z","fBodyGyro_energy_Z"
443,"fBodyGyro-iqr()-X","fBodyGyro_iqr_X"
444,"fBodyGyro-iqr()-Y","fBodyGyro_iqr_Y"
445,"fBodyGyro-iqr()-Z","fBodyGyro_iqr_Z"
446,"fBodyGyro-entropy()-X","fBodyGyro_entropy_X"
447,"fBodyGyro-entropy()-Y","fBodyGyro_entropy_Y"
448,"fBodyGyro-entropy()-Z","fBodyGyro_entropy_Z"
449,"fBodyGyro-maxInds-X","fBodyGyro_maxInds_X"
450,"fBodyGyro-maxInds-Y","fBodyGyro_maxInds_Y"
451,"fBodyGyro-maxInds-Z","fBodyGyro_maxInds_Z"
452,"fBodyGyro-meanFreq()-X","fBodyGyro_meanFreq_X"
453,"fBodyGyro-meanFreq()-Y","fBodyGyro_meanFreq_Y"
454,"fBodyGyro-meanFreq()-Z","fBodyGyro_meanFreq_Z"
455,"fBodyGyro-skewness()-X","fBodyGyro_skewness_X"
456,"fBodyGyro-kurtosis()-X","fBodyGyro_kurtosis_X"
457,"fBodyGyro-skewness()-Y","fBodyGyro_skewness_Y"
458,"fBodyGyro-kurtosis()-Y","fBodyGyro_kurtosis_Y"
459,"fBodyGyro-skewness()-Z","fBodyGyro_skewness_Z"
460,"fBodyGyro-kurtosis()-Z","fBodyGyro_kurtosis_Z"
461,"fBodyGyro-bandsEnergy()-1,8","fBodyGyro_bandsEnergy_1_8"
462,"fBodyGyro-bandsEnergy()-9,16","fBodyGyro_bandsEnergy_9_16"
463,"fBodyGyro-bandsEnergy()-17,24","fBodyGyro_bandsEnergy_17_24"
464,"fBodyGyro-bandsEnergy()-25,32","fBodyGyro_bandsEnergy_25_32"
465,"fBodyGyro-bandsEnergy()-33,40","fBodyGyro_bandsEnergy_33_40"
466,"fBodyGyro-bandsEnergy()-41,48","fBodyGyro_bandsEnergy_41_48"
467,"fBodyGyro-bandsEnergy()-49,56","fBodyGyro_bandsEnergy_49_56"
468,"fBodyGyro-bandsEnergy()-57,64","fBodyGyro_bandsEnergy_57_64"
469,"fBodyGyro-bandsEnergy()-1,16","fBodyGyro_bandsEnergy_1_16"
470,"fBodyGyro-bandsEnergy()-17,32","fBodyGyro_bandsEnergy_17_32"
471,"fBodyGyro-bandsEnergy()-33,48","fBodyGyro_bandsEnergy_33_48"
472,"fBodyGyro-bandsEnergy()-49,64","fBodyGyro_bandsEnergy_49_64"
473,"fBodyGyro-bandsEnergy()-1,24","fBodyGyro_bandsEnergy_1_24"
474,"fBodyGyro-bandsEnergy()-25,48","fBodyGyro_bandsEnergy_25_48"
475,"fBodyGyro-bandsEnergy()-1,8","fBodyGyro_bandsEnergy_1_8"
476,"fBodyGyro-bandsEnergy()-9,16","fBodyGyro_bandsEnergy_9_16"
477,"fBodyGyro-bandsEnergy()-17,24","fBodyGyro_bandsEnergy_17_24"
478,"fBodyGyro-bandsEnergy()-25,32","fBodyGyro_bandsEnergy_25_32"
479,"fBodyGyro-bandsEnergy()-33,40","fBodyGyro_bandsEnergy_33_40"
480,"fBodyGyro-bandsEnergy()-41,48","fBodyGyro_bandsEnergy_41_48"
481,"fBodyGyro-bandsEnergy()-49,56","fBodyGyro_bandsEnergy_49_56"
482,"fBodyGyro-bandsEnergy()-57,64","fBodyGyro_bandsEnergy_57_64"
483,"fBodyGyro-bandsEnergy()-1,16","fBodyGyro_bandsEnergy_1_16"
484,"fBodyGyro-bandsEnergy()-17,32","fBodyGyro_bandsEnergy_17_32"
485,"fBodyGyro-bandsEnergy()-33,48","fBodyGyro_bandsEnergy_33_48"
486,"fBodyGyro-bandsEnergy()-49,64","fBodyGyro_bandsEnergy_49_64"
487,"fBodyGyro-bandsEnergy()-1,24","fBodyGyro_bandsEnergy_1_24"
488,"fBodyGyro-bandsEnergy()-25,48","fBodyGyro_bandsEnergy_25_48"
489,"fBodyGyro-bandsEnergy()-1,8","fBodyGyro_bandsEnergy_1_8"
490,"fBodyGyro-bandsEnergy()-9,16","fBodyGyro_bandsEnergy_9_16"
491,"fBodyGyro-bandsEnergy()-17,24","fBodyGyro_bandsEnergy_17_24"
492,"fBodyGyro-bandsEnergy()-25,32","fBodyGyro_bandsEnergy_25_32"
493,"fBodyGyro-bandsEnergy()-33,40","fBodyGyro_bandsEnergy_33_40"
494,"fBodyGyro-bandsEnergy()-41,48","fBodyGyro_bandsEnergy_41_48"
495,"fBodyGyro-bandsEnergy()-49,56","fBodyGyro_bandsEnergy_49_56"
496,"fBodyGyro-bandsEnergy()-57,64","fBodyGyro_bandsEnergy_57_64"
497,"fBodyGyro-bandsEnergy()-1,16","fBodyGyro_bandsEnergy_1_16"
498,"fBodyGyro-bandsEnergy()-17,32","fBodyGyro_bandsEnergy_17_32"
499,"fBodyGyro-bandsEnergy()-33,48","fBodyGyro_bandsEnergy_33_48"
500,"fBodyGyro-bandsEnergy()-49,64","fBodyGyro_bandsEnergy_49_64"
501,"fBodyGyro-bandsEnergy()-1,24","fBodyGyro_bandsEnergy_1_24"
502,"fBodyGyro-bandsEnergy()-25,48","fBodyGyro_bandsEnergy_25_48"
503,"fBodyAccMag-mean()","fBodyAccMag_mean"
504,"fBodyAccMag-std()","fBodyAccMag_std"
505,"fBodyAccMag-mad()","fBodyAccMag_mad"
506,"fBodyAccMag-max()","fBodyAccMag_max"
507,"fBodyAccMag-min()","fBodyAccMag_min"
508,"fBodyAccMag-sma()","fBodyAccMag_sma"
509,"fBodyAccMag-energy()","fBodyAccMag_energy"
510,"fBodyAccMag-iqr()","fBodyAccMag_iqr"
511,"fBodyAccMag-entropy()","fBodyAccMag_entropy"
512,"fBodyAccMag-maxInds","fBodyAccMag_maxInds"
513,"fBodyAccMag-meanFreq()","fBodyAccMag_meanFreq"
514,"fBodyAccMag-skewness()","fBodyAccMag_skewness"
515,"fBodyAccMag-kurtosis()","fBodyAccMag_kurtosis"
516,"fBodyBodyAccJerkMag-mean()","fBodyBodyAccJerkMag_mean"
517,"fBodyBodyAccJerkMag-std()","fBodyBodyAccJerkMag_std"
518,"fBodyBodyAccJerkMag-mad()","fBodyBodyAccJerkMag_mad"
519,"fBodyBodyAccJerkMag-max()","fBodyBodyAccJerkMag_max"
520,"fBodyBodyAccJerkMag-min()","fBodyBodyAccJerkMag_min"
521,"fBodyBodyAccJerkMag-sma()","fBodyBodyAccJerkMag_sma"
522,"fBodyBodyAccJerkMag-energy()","fBodyBodyAccJerkMag_energy"
523,"fBodyBodyAccJerkMag-iqr()","fBodyBodyAccJerkMag_iqr"
524,"fBodyBodyAccJerkMag-entropy()","fBodyBodyAccJerkMag_entropy"
525,"fBodyBodyAccJerkMag-maxInds","fBodyBodyAccJerkMag_maxInds"
526,"fBodyBodyAccJerkMag-meanFreq()","fBodyBodyAccJerkMag_meanFreq"
527,"fBodyBodyAccJerkMag-skewness()","fBodyBodyAccJerkMag_skewness"
528,"fBodyBodyAccJerkMag-kurtosis()","fBodyBodyAccJerkMag_kurtosis"
529,"fBodyBodyGyroMag-mean()","fBodyBodyGyroMag_mean"
530,"fBodyBodyGyroMag-std()","fBodyBodyGyroMag_std"
531,"fBodyBodyGyroMag-mad()","fBodyBodyGyroMag_mad"
532,"fBodyBodyGyroMag-max()","fBodyBodyGyroMag_max"
533,"fBodyBodyGyroMag-min()","fBodyBodyGyroMag_min"
534,"fBodyBodyGyroMag-sma()","fBodyBodyGyroMag_sma"
535,"fBodyBodyGyroMag-energy()","fBodyBodyGyroMag_energy"
536,"fBodyBodyGyroMag-iqr()","fBodyBodyGyroMag_iqr"
537,"fBodyBodyGyroMag-entropy()","fBodyBodyGyroMag_entropy"
538,"fBodyBodyGyroMag-maxInds","fBodyBodyGyroMag_maxInds"
539,"fBodyBodyGyroMag-meanFreq()","fBodyBodyGyroMag_meanFreq"
540,"fBodyBodyGyroMag-skewness()","fBodyBodyGyroMag_skewness"
541,"fBodyBodyGyroMag-kurtosis()","fBodyBodyGyroMag_kurtosis"
542,"fBodyBodyGyroJerkMag-mean()","fBodyBodyGyroJerkMag_mean"
543,"fBodyBodyGyroJerkMag-std()","fBodyBodyGyroJerkMag_std"
544,"fBodyBodyGyroJerkMag-mad()","fBodyBodyGyroJerkMag_mad"
545,"fBodyBodyGyroJerkMag-max()","fBodyBodyGyroJerkMag_max"
546,"fBodyBodyGyroJerkMag-min()","fBodyBodyGyroJerkMag_min"
547,"fBodyBodyGyroJerkMag-sma()","fBodyBodyGyroJerkMag_sma"
548,"fBodyBodyGyroJerkMag-energy()","fBodyBodyGyroJerkMag_energy"
549,"fBodyBodyGyroJerkMag-iqr()","fBodyBodyGyroJerkMag_iqr"
550,"fBodyBodyGyroJerkMag-entropy()","fBodyBodyGyroJerkMag_entropy"
551,"fBodyBodyGyroJerkMag-maxInds","fBodyBodyGyroJerkMag_maxInds"
552,"fBodyBodyGyroJerkMag-meanFreq()","fBodyBodyGyroJerkMag_meanFreq"
553,"fBodyBodyGyroJerkMag-skewness()","fBodyBodyGyroJerkMag_skewness"
554,"fBodyBodyGyroJerkMag-kurtosis()","fBodyBodyGyroJerkMag_kurtosis"
555,"angle(tBodyAccMean,gravity)","angle_tBodyAccMean_gravity"
556,"angle(tBodyAccJerkMean),gravityMean)","angle_tBodyAccJerkMean_gravityMean"
557,"angle(tBodyGyroMean,gravityMean)","angle_tBodyGyroMean_gravityMean"
558,"angle(tBodyGyroJerkMean,gravityMean)","angle_tBodyGyroJerkMean_gravityMean"
559,"angle(X,gravityMean)","angle_X_gravityMean"
560,"angle(Y,gravityMean)","angle_Y_gravityMean"
561,"angle(Z,gravityMean)","angle_Z_gravityMean"
